taxid,name_old,name_new
1354122,Mycobacterium tuberculosis MAL020138,Mycobacterium tuberculosis MAL020138
1354123,Mycobacterium tuberculosis MAL020141,Mycobacterium tuberculosis MAL020141
1354124,Mycobacterium tuberculosis MAL020142,Mycobacterium tuberculosis MAL020142
1354125,Mycobacterium tuberculosis MAL020144,Mycobacterium tuberculosis MAL020144
1354126,Mycobacterium tuberculosis MAL020145,Mycobacterium tuberculosis MAL020145
1354127,Mycobacterium tuberculosis MAL020146,Mycobacterium tuberculosis MAL020146
1354128,Mycobacterium tuberculosis MAL020147,Mycobacterium tuberculosis MAL020147
1354129,Mycobacterium tuberculosis MAL020150,Mycobacterium tuberculosis MAL020150
1354130,Mycobacterium tuberculosis MAL020152,Mycobacterium tuberculosis MAL020152
1354131,Mycobacterium tuberculosis MAL020156,Mycobacterium tuberculosis MAL020156
1354132,Mycobacterium tuberculosis MAL020157,Mycobacterium tuberculosis MAL020157
1354133,Mycobacterium tuberculosis MAL020160,Mycobacterium tuberculosis MAL020160
1354134,Mycobacterium tuberculosis MAL020162,Mycobacterium tuberculosis MAL020162
1354135,Mycobacterium tuberculosis MAL020167,Mycobacterium tuberculosis MAL020167
1354136,Mycobacterium tuberculosis MAL020172,Mycobacterium tuberculosis MAL020172
1354137,Mycobacterium tuberculosis MAL020110,Mycobacterium tuberculosis MAL020110
1354138,Mycobacterium tuberculosis MAL020120,Mycobacterium tuberculosis MAL020120
1354139,Mycobacterium tuberculosis MAL020131,Mycobacterium tuberculosis MAL020131
1354140,Mycobacterium tuberculosis MAL020132,Mycobacterium tuberculosis MAL020132
1354141,Mycobacterium africanum MAL020136,Mycobacterium tuberculosis variant africanum MAL020136
1354142,Mycobacterium tuberculosis MAL020174,Mycobacterium tuberculosis MAL020174
1354143,Mycobacterium tuberculosis MAL010078,Mycobacterium tuberculosis MAL010078
1354144,Mycobacterium tuberculosis MAL010080,Mycobacterium tuberculosis MAL010080
1354145,Mycobacterium tuberculosis MAL010086,Mycobacterium tuberculosis MAL010086
1354146,Mycobacterium tuberculosis MAL010087,Mycobacterium tuberculosis MAL010087
1354147,Mycobacterium tuberculosis MAL010088,Mycobacterium tuberculosis MAL010088
1354148,Mycobacterium tuberculosis MAL010103,Mycobacterium tuberculosis MAL010103
1354149,Mycobacterium tuberculosis MAL010105,Mycobacterium tuberculosis MAL010105
1354150,Mycobacterium tuberculosis MAL010106,Mycobacterium tuberculosis MAL010106
1354151,Mycobacterium tuberculosis MAL010108,Mycobacterium tuberculosis MAL010108
1354152,Mycobacterium tuberculosis MAL010109,Mycobacterium tuberculosis MAL010109
1354153,Mycobacterium tuberculosis MAL010110,Mycobacterium tuberculosis MAL010110
1354154,Mycobacterium tuberculosis MAL010133,Mycobacterium tuberculosis MAL010133
1354155,Mycobacterium tuberculosis MAL010134,Mycobacterium tuberculosis MAL010134
1354156,Mycobacterium tuberculosis MAL020102,Mycobacterium tuberculosis MAL020102
1354157,Mycobacterium tuberculosis MAL010117,Mycobacterium tuberculosis MAL010117
1354158,Mycobacterium tuberculosis MAL010121,Mycobacterium tuberculosis MAL010121
1354159,Mycobacterium tuberculosis MAL010124,Mycobacterium tuberculosis MAL010124
1354160,Mycobacterium tuberculosis MAL010130,Mycobacterium tuberculosis MAL010130
1354161,Mycobacterium africanum MAL010070,Mycobacterium tuberculosis variant africanum MAL010070
1354162,Mycobacterium africanum MAL010071,Mycobacterium tuberculosis variant africanum MAL010071
1354163,Mycobacterium africanum MAL010073,Mycobacterium tuberculosis variant africanum MAL010073
1354164,Mycobacterium africanum MAL010074,Mycobacterium tuberculosis variant africanum MAL010074
1354165,Mycobacterium tuberculosis MAL010079,Mycobacterium tuberculosis MAL010079
1354166,Mycobacterium africanum MAL010081,Mycobacterium tuberculosis variant africanum MAL010081
1354167,Mycobacterium africanum MAL010091,Mycobacterium tuberculosis variant africanum MAL010091
1354168,Mycobacterium africanum MAL010092,Mycobacterium tuberculosis variant africanum MAL010092
1354169,Mycobacterium africanum MAL010097,Mycobacterium tuberculosis variant africanum MAL010097
1354170,Mycobacterium africanum MAL010098,Mycobacterium tuberculosis variant africanum MAL010098
1354171,Mycobacterium africanum MAL010099,Mycobacterium tuberculosis variant africanum MAL010099
1354172,Mycobacterium africanum MAL010100,Mycobacterium tuberculosis variant africanum MAL010100
1354173,Mycobacterium africanum MAL010102,Mycobacterium tuberculosis variant africanum MAL010102
1354174,Mycobacterium africanum MAL010111,Mycobacterium tuberculosis variant africanum MAL010111
1354175,Mycobacterium africanum MAL010112,Mycobacterium tuberculosis variant africanum MAL010112
1354176,Mycobacterium africanum MAL010118,Mycobacterium tuberculosis variant africanum MAL010118
1354177,Mycobacterium africanum MAL010120,Mycobacterium tuberculosis variant africanum MAL010120
1354178,Mycobacterium africanum MAL010123,Mycobacterium tuberculosis variant africanum MAL010123
1354179,Mycobacterium africanum MAL010128,Mycobacterium tuberculosis variant africanum MAL010128
1354180,Mycobacterium africanum MAL010129,Mycobacterium tuberculosis variant africanum MAL010129
1354181,Mycobacterium africanum MAL010131,Mycobacterium tuberculosis variant africanum MAL010131
1354182,Mycobacterium tuberculosis MAL010136,Mycobacterium tuberculosis MAL010136
1354183,Mycobacterium africanum MAL010137,Mycobacterium tuberculosis variant africanum MAL010137
1354184,Mycobacterium africanum MAL020105,Mycobacterium tuberculosis variant africanum MAL020105
1354185,Mycobacterium africanum MAL020106,Mycobacterium tuberculosis variant africanum MAL020106
1354186,Mycobacterium africanum MAL020107,Mycobacterium tuberculosis variant africanum MAL020107
1354187,Mycobacterium africanum MAL020135,Mycobacterium tuberculosis variant africanum MAL020135
1354188,Mycobacterium africanum MAL020176,Mycobacterium tuberculosis variant africanum MAL020176
1354189,Mycobacterium africanum MAL020185,Mycobacterium tuberculosis variant africanum MAL020185
1354190,Mycobacterium africanum MAL020137,Mycobacterium tuberculosis variant africanum MAL020137
1354191,Mycobacterium africanum MAL020173,Mycobacterium tuberculosis variant africanum MAL020173
1354192,Mycobacterium tuberculosis MAL020130,Mycobacterium tuberculosis MAL020130
1354193,Mycobacterium bovis MAL010093,Mycobacterium tuberculosis variant bovis MAL010093
1354275,Mycobacterium vaccae 95051,Mycolicibacterium vaccae 95051
1354276,Mycobacterium tuberculosis Mtb194,Mycobacterium tuberculosis Mtb194
1354507,Mycobacterium phage Adawi,Mycobacterium phage Adawi
1354508,Mycobacterium phage Bane1,Mycobacterium phage Bane1
1354509,Mycobacterium phage Bane2,Mycobacterium phage Bane2
1354510,Mycobacterium phage Fredward,Mycobacterium phage Fredward
1354511,Mycobacterium phage Anubis,Mycobacterium phage Anubis
1354512,Mycobacterium phage PhrostyMug,Mycobacterium phage PhrostyMug
1354513,Mycobacterium phage SargentShorty9,Mycobacterium phage SargentShorty9
1354514,Mycobacterium phage Quink,Mycobacterium phage Quink
1355018,Mycobacterium tuberculosis Mtb293,Mycobacterium tuberculosis Mtb293
1355019,Mycobacterium tuberculosis Mtb526,Mycobacterium tuberculosis Mtb526
1355020,Mycobacterium tuberculosis Mtb562,Mycobacterium tuberculosis Mtb562
1357669,Mycobacterium phage DrDrey,Mycobacterium phage DrDrey
1358124,Mycobacterium phage ABCat,Mycobacterium phage ABCat
1358126,Mycobacterium sp. enrichment culture clone WP-5,Mycobacterium sp. enrichment culture clone WP-5
1365185,Mycobacterium tuberculosis Mtb984,Mycobacterium tuberculosis Mtb984
1365190,Mycobacterium tuberculosis Mtb940,Mycobacterium tuberculosis Mtb940
1368553,Mycobacterium sp. TSAR27,Mycobacterium sp. TSAR27
1370118,Mycobacterium sp. UM_RHS,Mycobacterium sp. UM_RHS
1370119,Mycobacterium sp. UM_CSW,Mycobacterium sp. UM_CSW
1370120,Mycobacterium sp. UM_WGJ,Mycobacterium sp. UM_WGJ
1370121,Mycobacterium sp. UM_WWY,Mycobacterium sp. UM_WWY
1370123,Mycobacterium tuberculosis OSDD105,Mycobacterium tuberculosis OSDD105
1370124,Mycobacterium tuberculosis str. OSDD515,Mycobacterium tuberculosis str. OSDD515
1370125,Mycobacterium iranicum UM_TJL,Mycolicibacterium iranicum UM_TJL
1379000,Mycobacterium sp. R13-27,Mycobacterium sp. R13-27
1379001,Mycobacterium sp. R13-28,Mycobacterium sp. R13-28
1379002,Mycobacterium sp. R13-29,Mycobacterium sp. R13-29
1379003,Mycobacterium sp. R13-30,Mycobacterium sp. R13-30
1379257,Mycobacterium tuberculosis OSDD493,Mycobacterium tuberculosis OSDD493
1380386,Mycobacterium sp. URHB0044,Mycobacterium sp. URHB0044
1381517,Mycobacterium sp. SJKR0305,Mycobacterium sp. SJKR0305
1381559,Mycobacterium avium subsp. hominissuis 10-5606,Mycobacterium avium subsp. hominissuis 10-5606
1382392,Mycobacterium sp. ZD26,Mycobacterium sp. ZD26
1383054,Mycobacterium phage Wheeler,Mycobacterium phage Wheeler
1383055,Mycobacterium phage Phelemich,Mycobacterium phage Phelemich
1383056,Mycobacterium phage Papyrus,Mycobacterium phage Papyrus
1383057,Mycobacterium phage Goku,Mycobacterium phage Goku
1383059,Mycobacterium phage Adzzy,Mycobacterium phage Adzzy
1384084,Mycobacterium bovis 04-303,Mycobacterium tuberculosis variant bovis 04-303
1384515,Mycobacterium phlei DSM 43071,Mycolicibacterium phlei DSM 43071
1385419,Mycobacterium sp. UM_NYF,Mycobacterium sp. UM_NYF
1385983,Mycobacterium sp. CLGS,Mycobacterium sp. CLGS
1386804,Mycobacterium sp. PSY065,Mycobacterium sp. PSY065
1389201,Mycobacterium sp. P224,Mycobacterium sp. P224
1389713,Mycobacterium paragordonae,Mycobacterium paragordonae
1389959,Mycobacterium bovis AN5,Mycobacterium tuberculosis variant bovis AN5
1390170,Mycobacterium sp. NW-2013-Rh17,Mycobacterium sp. NW-2013-Rh17
1391179,Mycobacterium phage Bruin,Mycobacterium phage Bruin
1391180,Mycobacterium phage Nala,Mycobacterium phage Nala
1391181,Mycobacterium phage PhatBacter,Mycobacterium phage PhatBacter
1391429,Mycobacterium phage Artemis2UCLA,Mycobacterium phage Artemis2UCLA
1391430,Mycobacterium phage CloudWang3,Mycobacterium phage CloudWang3
1391431,Mycobacterium phage Conspiracy,Mycobacterium phage Conspiracy
1391432,Mycobacterium phage Graduation,Mycobacterium phage Graduation
1391433,Mycobacterium phage Zaka,Mycobacterium phage Zaka
1391990,Mycobacterium avium subsp. hominissuis 10-4249,Mycobacterium avium subsp. hominissuis 10-4249
1391991,Mycobacterium avium subsp. avium 10-9275,Mycobacterium avium subsp. avium 10-9275
1391992,Mycobacterium avium subsp. avium 11-4751,Mycobacterium avium subsp. avium 11-4751
1391993,Mycobacterium avium subsp. paratuberculosis 11-1786,Mycobacterium avium subsp. paratuberculosis 11-1786
1391994,Mycobacterium avium subsp. paratuberculosis 10-8425,Mycobacterium avium subsp. paratuberculosis 10-8425
1391995,Mycobacterium avium subsp. paratuberculosis 10-5975,Mycobacterium avium subsp. paratuberculosis 10-5975
1391996,Mycobacterium avium subsp. paratuberculosis 10-5864,Mycobacterium avium subsp. paratuberculosis 10-5864
1391997,Mycobacterium avium subsp. paratuberculosis 10-4404,Mycobacterium avium subsp. paratuberculosis 10-4404
1391998,Mycobacterium avium subsp. paratuberculosis 08-8281,Mycobacterium avium subsp. paratuberculosis 08-8281
1391999,Mycobacterium avium 10-5560,Mycobacterium avium 10-5560
1392000,Mycobacterium avium 10-5581,Mycobacterium avium 10-5581
1392001,Mycobacterium avium 09-5983,Mycobacterium avium 09-5983
1392002,Mycobacterium avium 05-4293,Mycobacterium avium 05-4293
1392003,Mycobacterium avium 11-0986,Mycobacterium avium 11-0986
1392648,Mycobacterium tuberculosis RSA02,Mycobacterium tuberculosis RSA02
1392649,Mycobacterium tuberculosis RSA03,Mycobacterium tuberculosis RSA03
1392650,Mycobacterium tuberculosis RSA06,Mycobacterium tuberculosis RSA06
1392651,Mycobacterium tuberculosis RSA08,Mycobacterium tuberculosis RSA08
1392652,Mycobacterium tuberculosis RSA13,Mycobacterium tuberculosis RSA13
1392653,Mycobacterium tuberculosis RSA16,Mycobacterium tuberculosis RSA16
1392654,Mycobacterium tuberculosis RSA17,Mycobacterium tuberculosis RSA17
1392757,Mycobacterium sp. PK-2013-B13,Mycobacterium sp. PK-2013-B13
1393752,Mycobacterium tuberculosis hlj090004,Mycobacterium tuberculosis hlj090004
1393753,Mycobacterium tuberculosis hlj090029,Mycobacterium tuberculosis hlj090029
1393754,Mycobacterium tuberculosis hlj090041,Mycobacterium tuberculosis hlj090041
1393755,Mycobacterium tuberculosis hlj090060,Mycobacterium tuberculosis hlj090060
1393756,Mycobacterium tuberculosis hlj090071,Mycobacterium tuberculosis hlj090071
1393757,Mycobacterium tuberculosis hlj100090,Mycobacterium tuberculosis hlj100090
1393758,Mycobacterium tuberculosis hlj100110,Mycobacterium tuberculosis hlj100110
1393759,Mycobacterium tuberculosis hlj100113,Mycobacterium tuberculosis hlj100113
1393760,Mycobacterium tuberculosis hlj100119,Mycobacterium tuberculosis hlj100119
1393761,Mycobacterium tuberculosis hlj100132,Mycobacterium tuberculosis hlj100132
1393762,Mycobacterium tuberculosis hlj100135,Mycobacterium tuberculosis hlj100135
1393763,Mycobacterium tuberculosis hlj100148,Mycobacterium tuberculosis hlj100148
1393764,Mycobacterium tuberculosis hlj100151,Mycobacterium tuberculosis hlj100151
1393765,Mycobacterium tuberculosis hlj100182,Mycobacterium tuberculosis hlj100182
1393766,Mycobacterium tuberculosis hlj100186,Mycobacterium tuberculosis hlj100186
1393767,Mycobacterium tuberculosis hlj100200,Mycobacterium tuberculosis hlj100200
1393768,Mycobacterium tuberculosis sh090504,Mycobacterium tuberculosis sh090504
1393769,Mycobacterium tuberculosis sh101830,Mycobacterium tuberculosis sh101830
1393770,Mycobacterium tuberculosis sh090667,Mycobacterium tuberculosis sh090667
1393771,Mycobacterium tuberculosis hlj090009,Mycobacterium tuberculosis hlj090009
1393772,Mycobacterium tuberculosis hlj100079,Mycobacterium tuberculosis hlj100079
1393773,Mycobacterium tuberculosis hlj100145,Mycobacterium tuberculosis hlj100145
1393774,Mycobacterium tuberculosis hlj100146,Mycobacterium tuberculosis hlj100146
1393775,Mycobacterium tuberculosis hlj100155,Mycobacterium tuberculosis hlj100155
1393776,Mycobacterium tuberculosis hlj100176,Mycobacterium tuberculosis hlj100176
1393777,Mycobacterium tuberculosis hlj100198,Mycobacterium tuberculosis hlj100198
1393778,Mycobacterium tuberculosis sh090138,Mycobacterium tuberculosis sh090138
1393779,Mycobacterium tuberculosis sh090127,Mycobacterium tuberculosis sh090127
1393780,Mycobacterium tuberculosis sh100979,Mycobacterium tuberculosis sh100979
1393781,Mycobacterium tuberculosis sh091058,Mycobacterium tuberculosis sh091058
1393782,Mycobacterium tuberculosis sh091973,Mycobacterium tuberculosis sh091973
1393783,Mycobacterium tuberculosis sh100560,Mycobacterium tuberculosis sh100560
1395636,Mycobacterium sp. S3,Mycobacterium sp. S3
1396238,Mycobacterium sp. BvIRHM009,Mycobacterium sp. BvIRHM009
1396239,Mycobacterium sp. BvIRHM024,Mycobacterium sp. BvIRHM024
1396240,Mycobacterium sp. BvIRHM028,Mycobacterium sp. BvIRHM028
1396241,Mycobacterium sp. BvIRHM073,Mycobacterium sp. BvIRHM073
1396242,Mycobacterium sp. BvIRHM083,Mycobacterium sp. BvIRHM083
1396243,Mycobacterium sp. BvIRR036,Mycobacterium sp. BvIRR036
1396244,Mycobacterium sp. BvIRR104,Mycobacterium sp. BvIRR104
1396245,Mycobacterium sp. BvIRR118,Mycobacterium sp. BvIRR118
1396246,Mycobacterium sp. BvIRR122,Mycobacterium sp. BvIRR122
1396247,Mycobacterium sp. BvORHM048,Mycobacterium sp. BvORHM048
1396248,Mycobacterium sp. BvORHM078,Mycobacterium sp. BvORHM078
1396249,Mycobacterium sp. BvORR025,Mycobacterium sp. BvORR025
1396250,Mycobacterium sp. BvORR032,Mycobacterium sp. BvORR032
1396251,Mycobacterium sp. BvORR047,Mycobacterium sp. BvORR047
1396252,Mycobacterium sp. BvORR054,Mycobacterium sp. BvORR054
1396253,Mycobacterium sp. BvORR060,Mycobacterium sp. BvORR060
1396254,Mycobacterium sp. BvORR156,Mycobacterium sp. BvORR156
1396255,Mycobacterium sp. BvORR170,Mycobacterium sp. BvORR170
1396256,Mycobacterium sp. BvORR182,Mycobacterium sp. BvORR182
1397853,Mycobacterium tuberculosis TKK_02_0001,Mycobacterium tuberculosis TKK_02_0001
1397854,Mycobacterium tuberculosis TKK_02_0002,Mycobacterium tuberculosis TKK_02_0002
1397855,Mycobacterium tuberculosis TKK_02_0003,Mycobacterium tuberculosis TKK_02_0003
1397856,Mycobacterium tuberculosis TKK_02_0006,Mycobacterium tuberculosis TKK_02_0006
1397857,Mycobacterium tuberculosis TKK_02_0012,Mycobacterium tuberculosis TKK_02_0012
1397858,Mycobacterium tuberculosis TKK_02_0013,Mycobacterium tuberculosis TKK_02_0013
1397859,Mycobacterium tuberculosis TKK_02_0014,Mycobacterium tuberculosis TKK_02_0014
1397860,Mycobacterium tuberculosis TKK_02_0015,Mycobacterium tuberculosis TKK_02_0015
1397861,Mycobacterium tuberculosis TKK_02_0016,Mycobacterium tuberculosis TKK_02_0016
1397862,Mycobacterium tuberculosis TKK_02_0017,Mycobacterium tuberculosis TKK_02_0017
1397863,Mycobacterium tuberculosis TKK_02_0018,Mycobacterium tuberculosis TKK_02_0018
1397864,Mycobacterium tuberculosis TKK_02_0019,Mycobacterium tuberculosis TKK_02_0019
1397865,Mycobacterium tuberculosis TKK_02_0020,Mycobacterium tuberculosis TKK_02_0020
1397866,Mycobacterium tuberculosis TKK_02_0021,Mycobacterium tuberculosis TKK_02_0021
1397867,Mycobacterium tuberculosis TKK_02_0022,Mycobacterium tuberculosis TKK_02_0022
1397868,Mycobacterium tuberculosis TKK_02_0025,Mycobacterium tuberculosis TKK_02_0025
1397869,Mycobacterium tuberculosis TKK_02_0027,Mycobacterium tuberculosis TKK_02_0027
1397870,Mycobacterium tuberculosis TKK_02_0032,Mycobacterium tuberculosis TKK_02_0032
1397871,Mycobacterium tuberculosis TKK_02_0033,Mycobacterium tuberculosis TKK_02_0033
1397872,Mycobacterium tuberculosis TKK_02_0034,Mycobacterium tuberculosis TKK_02_0034
1397873,Mycobacterium tuberculosis TKK_02_0036,Mycobacterium tuberculosis TKK_02_0036
1397874,Mycobacterium tuberculosis TKK_02_0038,Mycobacterium tuberculosis TKK_02_0038
1397875,Mycobacterium tuberculosis TKK_02_0039,Mycobacterium tuberculosis TKK_02_0039
1397876,Mycobacterium tuberculosis TKK_02_0045,Mycobacterium tuberculosis TKK_02_0045
1397877,Mycobacterium tuberculosis TKK_02_0046,Mycobacterium tuberculosis TKK_02_0046
1397878,Mycobacterium tuberculosis TKK_02_0052,Mycobacterium tuberculosis TKK_02_0052
1397879,Mycobacterium tuberculosis TKK_02_0061,Mycobacterium tuberculosis TKK_02_0061
1397880,Mycobacterium tuberculosis TKK_02_0062,Mycobacterium tuberculosis TKK_02_0062
1397881,Mycobacterium tuberculosis TKK_02_0063,Mycobacterium tuberculosis TKK_02_0063
1397882,Mycobacterium tuberculosis TKK_02_0068,Mycobacterium tuberculosis TKK_02_0068
1397883,Mycobacterium tuberculosis TKK_02_0069,Mycobacterium tuberculosis TKK_02_0069
1397884,Mycobacterium tuberculosis TKK_02_0070,Mycobacterium tuberculosis TKK_02_0070
1397885,Mycobacterium tuberculosis TKK_02_0071,Mycobacterium tuberculosis TKK_02_0071
1397886,Mycobacterium tuberculosis TKK_02_0073,Mycobacterium tuberculosis TKK_02_0073
1397887,Mycobacterium tuberculosis TKK_02_0077,Mycobacterium tuberculosis TKK_02_0077
1397888,Mycobacterium tuberculosis TKK_02_0067,Mycobacterium tuberculosis TKK_02_0067
1397889,Mycobacterium tuberculosis TKK_03_0018,Mycobacterium tuberculosis TKK_03_0018
1397890,Mycobacterium tuberculosis TKK_03_0020,Mycobacterium tuberculosis TKK_03_0020
1397891,Mycobacterium tuberculosis TKK_03_0022,Mycobacterium tuberculosis TKK_03_0022
1397892,Mycobacterium tuberculosis TKK_03_0025,Mycobacterium tuberculosis TKK_03_0025
1397893,Mycobacterium tuberculosis TKK_03_0026,Mycobacterium tuberculosis TKK_03_0026
1397894,Mycobacterium tuberculosis TKK_03_0027,Mycobacterium tuberculosis TKK_03_0027
1397895,Mycobacterium tuberculosis TKK_03_0029,Mycobacterium tuberculosis TKK_03_0029
1397896,Mycobacterium tuberculosis TKK_03_0030,Mycobacterium tuberculosis TKK_03_0030
1397897,Mycobacterium tuberculosis TKK_03_0031,Mycobacterium tuberculosis TKK_03_0031
