taxid,name_old,name_new
1761078,Mycobacterium sp. DWMJ-1168A5,Mycobacterium sp. DWMJ-1168A5
1761079,Mycobacterium sp. DWMJ-1169A3,Mycobacterium sp. DWMJ-1169A3
1761080,Mycobacterium sp. DWMJ-1169A5,Mycobacterium sp. DWMJ-1169A5
1761081,Mycobacterium sp. DWMJ-1174A1,Mycobacterium sp. DWMJ-1174A1
1761082,Mycobacterium sp. DWMJ-1174A2,Mycobacterium sp. DWMJ-1174A2
1761083,Mycobacterium sp. DWMJ-1174B1,Mycobacterium sp. DWMJ-1174B1
1761084,Mycobacterium sp. DWMJ-1174B4,Mycobacterium sp. DWMJ-1174B4
1761085,Mycobacterium sp. DWMJ-1193A1,Mycobacterium sp. DWMJ-1193A1
1761086,Mycobacterium sp. DWMJ-1193A3,Mycobacterium sp. DWMJ-1193A3
1761087,Mycobacterium sp. DWMJ-1194B1,Mycobacterium sp. DWMJ-1194B1
1761088,Mycobacterium sp. DWMJ-1194B2,Mycobacterium sp. DWMJ-1194B2
1761089,Mycobacterium sp. DWMJ-1199A1,Mycobacterium sp. DWMJ-1199A1
1761090,Mycobacterium sp. DWMJ-1201A1,Mycobacterium sp. DWMJ-1201A1
1761091,Mycobacterium sp. DWMJ-1210A1,Mycobacterium sp. DWMJ-1210A1
1761092,Mycobacterium sp. DWMJ-1210A2,Mycobacterium sp. DWMJ-1210A2
1761093,Mycobacterium sp. DWMJ-1210B2,Mycobacterium sp. DWMJ-1210B2
1761094,Mycobacterium sp. DWMJ-1211A1,Mycobacterium sp. DWMJ-1211A1
1761095,Mycobacterium sp. DWMJ-1217B1,Mycobacterium sp. DWMJ-1217B1
1761096,Mycobacterium sp. DWMJ-1217B2,Mycobacterium sp. DWMJ-1217B2
1761097,Mycobacterium sp. DWMJ-1228A1,Mycobacterium sp. DWMJ-1228A1
1761098,Mycobacterium sp. DWMJ-1228A2,Mycobacterium sp. DWMJ-1228A2
1761099,Mycobacterium sp. DWMJ-1228A3,Mycobacterium sp. DWMJ-1228A3
1761100,Mycobacterium sp. DWMJ-1228B1,Mycobacterium sp. DWMJ-1228B1
1761101,Mycobacterium sp. DWMJ-1229A1,Mycobacterium sp. DWMJ-1229A1
1761102,Mycobacterium sp. DWMJ-1229A2,Mycobacterium sp. DWMJ-1229A2
1761103,Mycobacterium sp. DWMJ-1229A3,Mycobacterium sp. DWMJ-1229A3
1761104,Mycobacterium sp. DWMJ-1229B1,Mycobacterium sp. DWMJ-1229B1
1761105,Mycobacterium sp. DWMJ-1229B2,Mycobacterium sp. DWMJ-1229B2
1761106,Mycobacterium sp. DWMJ-1240A2,Mycobacterium sp. DWMJ-1240A2
1761107,Mycobacterium sp. DWMJ-1247A1,Mycobacterium sp. DWMJ-1247A1
1761108,Mycobacterium sp. DWMJ-1247A2,Mycobacterium sp. DWMJ-1247A2
1761109,Mycobacterium sp. DWMJ-1247A3,Mycobacterium sp. DWMJ-1247A3
1761110,Mycobacterium sp. DWMJ-1247B1,Mycobacterium sp. DWMJ-1247B1
1761111,Mycobacterium sp. DWMJ-1252A1,Mycobacterium sp. DWMJ-1252A1
1761112,Mycobacterium sp. DWMJ-1252A2,Mycobacterium sp. DWMJ-1252A2
1761113,Mycobacterium sp. DWMJ-1252A3,Mycobacterium sp. DWMJ-1252A3
1761114,Mycobacterium sp. DWMJ-1253A1,Mycobacterium sp. DWMJ-1253A1
1761115,Mycobacterium sp. DWMJ-1253A3,Mycobacterium sp. DWMJ-1253A3
1761116,Mycobacterium sp. DWMJ-1258A1,Mycobacterium sp. DWMJ-1258A1
1761117,Mycobacterium sp. DWMJ-1258A2,Mycobacterium sp. DWMJ-1258A2
1761118,Mycobacterium sp. DWMJ-1288A1,Mycobacterium sp. DWMJ-1288A1
1761119,Mycobacterium sp. DWMJ-1289A1,Mycobacterium sp. DWMJ-1289A1
1761120,Mycobacterium sp. DWMJ-1289A2,Mycobacterium sp. DWMJ-1289A2
1761121,Mycobacterium sp. DWMJ-1295B1,Mycobacterium sp. DWMJ-1295B1
1761122,Mycobacterium sp. DWMJ-1295B2,Mycobacterium sp. DWMJ-1295B2
1761123,Mycobacterium sp. DWMJ-1295B3,Mycobacterium sp. DWMJ-1295B3
1761124,Mycobacterium sp. DWMJ-1301A1,Mycobacterium sp. DWMJ-1301A1
1761125,Mycobacterium sp. DWMJ-1301A2,Mycobacterium sp. DWMJ-1301A2
1761126,Mycobacterium sp. DWMJ-1311B1,Mycobacterium sp. DWMJ-1311B1
1761127,Mycobacterium sp. DWMJ-1313B1,Mycobacterium sp. DWMJ-1313B1
1761128,Mycobacterium sp. DWMJ-1330B1,Mycobacterium sp. DWMJ-1330B1
1761129,Mycobacterium sp. DWMJ-1331A1,Mycobacterium sp. DWMJ-1331A1
1761130,Mycobacterium sp. DWMJ-1331A2,Mycobacterium sp. DWMJ-1331A2
1761131,Mycobacterium sp. DWMJ-1367A1,Mycobacterium sp. DWMJ-1367A1
1761132,Mycobacterium sp. DWMJ-1370A1,Mycobacterium sp. DWMJ-1370A1
1761133,Mycobacterium sp. DWMJ-1370B1,Mycobacterium sp. DWMJ-1370B1
1761134,Mycobacterium sp. DWMJ-1418A1,Mycobacterium sp. DWMJ-1418A1
1761135,Mycobacterium sp. DWMJ-1430B1,Mycobacterium sp. DWMJ-1430B1
1761136,Mycobacterium sp. DWMJ-1436B1,Mycobacterium sp. DWMJ-1436B1
1761137,Mycobacterium sp. DWMJ-1448A1,Mycobacterium sp. DWMJ-1448A1
1761138,Mycobacterium sp. DWMJ-1448A2,Mycobacterium sp. DWMJ-1448A2
1761139,Mycobacterium sp. DWMJ-1448B1,Mycobacterium sp. DWMJ-1448B1
1761140,Mycobacterium sp. DWMJ-1448B2,Mycobacterium sp. DWMJ-1448B2
1761141,Mycobacterium sp. DWMJ-1449A1,Mycobacterium sp. DWMJ-1449A1
1761142,Mycobacterium sp. DWMJ-1449A2,Mycobacterium sp. DWMJ-1449A2
1761143,Mycobacterium sp. DWMJ-1449A3,Mycobacterium sp. DWMJ-1449A3
1761144,Mycobacterium sp. DWMJ-1449B1,Mycobacterium sp. DWMJ-1449B1
1761145,Mycobacterium sp. DWMJ-1461A2,Mycobacterium sp. DWMJ-1461A2
1761146,Mycobacterium sp. DWMJ-1466B1,Mycobacterium sp. DWMJ-1466B1
1761147,Mycobacterium sp. DWMJ-1472A1,Mycobacterium sp. DWMJ-1472A1
1761148,Mycobacterium sp. DWMJ-1472B1,Mycobacterium sp. DWMJ-1472B1
1761149,Mycobacterium sp. DWMJ-1472B2,Mycobacterium sp. DWMJ-1472B2
1761150,Mycobacterium sp. DWMJ-1472B3,Mycobacterium sp. DWMJ-1472B3
1761151,Mycobacterium sp. DWMJ-1472B4,Mycobacterium sp. DWMJ-1472B4
1761152,Mycobacterium sp. DWMJ-1473A1,Mycobacterium sp. DWMJ-1473A1
1761153,Mycobacterium sp. DWMJ-1473A2,Mycobacterium sp. DWMJ-1473A2
1761154,Mycobacterium sp. DWMJ-1473B1,Mycobacterium sp. DWMJ-1473B1
1761155,Mycobacterium sp. DWMJ-1478A1,Mycobacterium sp. DWMJ-1478A1
1761156,Mycobacterium sp. DWMJ-1479A1,Mycobacterium sp. DWMJ-1479A1
1761157,Mycobacterium sp. DWMJ-1479B1,Mycobacterium sp. DWMJ-1479B1
1761158,Mycobacterium sp. DWMJ-1486A1,Mycobacterium sp. DWMJ-1486A1
1761159,Mycobacterium sp. DWMJ-1486B1,Mycobacterium sp. DWMJ-1486B1
1761160,Mycobacterium sp. DWMJ-1486B2,Mycobacterium sp. DWMJ-1486B2
1761161,Mycobacterium sp. DWMJ-1497B2,Mycobacterium sp. DWMJ-1497B2
1761162,Mycobacterium sp. DWMJ-1502A1,Mycobacterium sp. DWMJ-1502A1
1761163,Mycobacterium sp. DWMJ-1502A2,Mycobacterium sp. DWMJ-1502A2
1761164,Mycobacterium sp. DWMJ-1502A3,Mycobacterium sp. DWMJ-1502A3
1761165,Mycobacterium sp. DWMJ-1502B1,Mycobacterium sp. DWMJ-1502B1
1761166,Mycobacterium sp. DWMJ-1502B2,Mycobacterium sp. DWMJ-1502B2
1761167,Mycobacterium sp. DWMJ-1503A1,Mycobacterium sp. DWMJ-1503A1
1761168,Mycobacterium sp. DWMJ-1503A2,Mycobacterium sp. DWMJ-1503A2
1761169,Mycobacterium sp. DWMJ-1508A2,Mycobacterium sp. DWMJ-1508A2
1761170,Mycobacterium sp. DWMJ-1508A3,Mycobacterium sp. DWMJ-1508A3
1761171,Mycobacterium sp. DWMJ-1508A4,Mycobacterium sp. DWMJ-1508A4
1761172,Mycobacterium sp. DWMJ-1508A5,Mycobacterium sp. DWMJ-1508A5
1761173,Mycobacterium sp. DWMJ-1508B1,Mycobacterium sp. DWMJ-1508B1
1761174,Mycobacterium sp. DWMJ-1508B2,Mycobacterium sp. DWMJ-1508B2
1761175,Mycobacterium sp. DWMJ-1508B3,Mycobacterium sp. DWMJ-1508B3
1761176,Mycobacterium sp. DWMJ-1509A2,Mycobacterium sp. DWMJ-1509A2
1761177,Mycobacterium sp. DWMJ-1509A3,Mycobacterium sp. DWMJ-1509A3
1761178,Mycobacterium sp. DWMJ-1509A4,Mycobacterium sp. DWMJ-1509A4
1761179,Mycobacterium sp. DWMJ-1509B1,Mycobacterium sp. DWMJ-1509B1
1761180,Mycobacterium sp. DWMJ-1538A1,Mycobacterium sp. DWMJ-1538A1
1761181,Mycobacterium sp. DWMJ-1538A2,Mycobacterium sp. DWMJ-1538A2
1761182,Mycobacterium sp. DWMJ-1538B1,Mycobacterium sp. DWMJ-1538B1
1761183,Mycobacterium sp. DWMJ-1538B2,Mycobacterium sp. DWMJ-1538B2
1761184,Mycobacterium sp. DWMJ-1539A1,Mycobacterium sp. DWMJ-1539A1
1761185,Mycobacterium sp. DWMJ-1550A1,Mycobacterium sp. DWMJ-1550A1
1761186,Mycobacterium sp. DWMJ-1550A2,Mycobacterium sp. DWMJ-1550A2
1761187,Mycobacterium sp. DWMJ-1550B1,Mycobacterium sp. DWMJ-1550B1
1761188,Mycobacterium sp. DWMJ-1550B2,Mycobacterium sp. DWMJ-1550B2
1761189,Mycobacterium sp. DWMJ-1551A1,Mycobacterium sp. DWMJ-1551A1
1761190,Mycobacterium sp. DWMJ-1551A2,Mycobacterium sp. DWMJ-1551A2
1761191,Mycobacterium sp. DWMJ-1551B3,Mycobacterium sp. DWMJ-1551B3
1761192,Mycobacterium sp. DWMJ-1562A1,Mycobacterium sp. DWMJ-1562A1
1761193,Mycobacterium sp. DWMJ-1562A2,Mycobacterium sp. DWMJ-1562A2
1761194,Mycobacterium sp. DWMJ-1562A3,Mycobacterium sp. DWMJ-1562A3
1761195,Mycobacterium sp. DWMJ-1562A4,Mycobacterium sp. DWMJ-1562A4
1761196,Mycobacterium sp. DWMJ-1562A5,Mycobacterium sp. DWMJ-1562A5
1761197,Mycobacterium sp. DWMJ-1562B1,Mycobacterium sp. DWMJ-1562B1
1761198,Mycobacterium sp. DWMJ-1580B1,Mycobacterium sp. DWMJ-1580B1
1761199,Mycobacterium sp. DWMJ-1581A1,Mycobacterium sp. DWMJ-1581A1
1761200,Mycobacterium sp. DWMJ-1581A2,Mycobacterium sp. DWMJ-1581A2
1761201,Mycobacterium sp. DWMJ-1581B1,Mycobacterium sp. DWMJ-1581B1
1761202,Mycobacterium sp. DWMJ-1586A1,Mycobacterium sp. DWMJ-1586A1
1761203,Mycobacterium sp. DWMJ-1586A2,Mycobacterium sp. DWMJ-1586A2
1761204,Mycobacterium sp. DWMJ-1586A3,Mycobacterium sp. DWMJ-1586A3
1761205,Mycobacterium sp. DWMJ-1586A4,Mycobacterium sp. DWMJ-1586A4
1761206,Mycobacterium sp. DWMJ-1586A5,Mycobacterium sp. DWMJ-1586A5
1761207,Mycobacterium sp. DWMJ-1586B1,Mycobacterium sp. DWMJ-1586B1
1761208,Mycobacterium sp. DWMJ-1586B2,Mycobacterium sp. DWMJ-1586B2
1761209,Mycobacterium sp. DWMJ-1586B4,Mycobacterium sp. DWMJ-1586B4
1761210,Mycobacterium sp. DWMJ-1586B6,Mycobacterium sp. DWMJ-1586B6
1761211,Mycobacterium sp. DWMJ-1587A1,Mycobacterium sp. DWMJ-1587A1
1761212,Mycobacterium sp. DWMJ-1587A2,Mycobacterium sp. DWMJ-1587A2
1761213,Mycobacterium sp. DWMJ-1587A3,Mycobacterium sp. DWMJ-1587A3
1761214,Mycobacterium sp. DWMJ-1587B1,Mycobacterium sp. DWMJ-1587B1
1761215,Mycobacterium sp. DWMJ-1587B2,Mycobacterium sp. DWMJ-1587B2
1761216,Mycobacterium sp. DWMJ-1727A1,Mycobacterium sp. DWMJ-1727A1
1761217,Mycobacterium sp. DWMJ-1734A1,Mycobacterium sp. DWMJ-1734A1
1761218,Mycobacterium sp. DWMJ-1734B1,Mycobacterium sp. DWMJ-1734B1
1761219,Mycobacterium sp. DWMJ-1735B1,Mycobacterium sp. DWMJ-1735B1
1761220,Mycobacterium sp. DWMJ-1742B2,Mycobacterium sp. DWMJ-1742B2
1761221,Mycobacterium sp. DWMJ-1748A1,Mycobacterium sp. DWMJ-1748A1
1761222,Mycobacterium sp. DWMJ-1748A2,Mycobacterium sp. DWMJ-1748A2
1761223,Mycobacterium sp. DWMJ-1748B1,Mycobacterium sp. DWMJ-1748B1
1761224,Mycobacterium sp. DWMJ-1748B2,Mycobacterium sp. DWMJ-1748B2
1761225,Mycobacterium sp. DWMJ-1749A3,Mycobacterium sp. DWMJ-1749A3
1761226,Mycobacterium sp. DWMJ-1749B1,Mycobacterium sp. DWMJ-1749B1
1761227,Mycobacterium sp. DWMJ-1749B2,Mycobacterium sp. DWMJ-1749B2
1761228,Mycobacterium sp. DWMJ-1749B3,Mycobacterium sp. DWMJ-1749B3
1761229,Mycobacterium sp. DWMJ-1749B4,Mycobacterium sp. DWMJ-1749B4
1761230,Mycobacterium sp. DWMJ-1768B1,Mycobacterium sp. DWMJ-1768B1
1761231,Mycobacterium sp. DWMJ-1769B1,Mycobacterium sp. DWMJ-1769B1
1761232,Mycobacterium sp. DWMJ-1769B2,Mycobacterium sp. DWMJ-1769B2
1761233,Mycobacterium sp. DWMJ-1769B3,Mycobacterium sp. DWMJ-1769B3
1761234,Mycobacterium sp. DWMJ-1769B4,Mycobacterium sp. DWMJ-1769B4
1761235,Mycobacterium sp. DWMJ-1770A1,Mycobacterium sp. DWMJ-1770A1
1761236,Mycobacterium sp. DWMJ-1770A3,Mycobacterium sp. DWMJ-1770A3
1761237,Mycobacterium sp. DWMJ-1770A4,Mycobacterium sp. DWMJ-1770A4
1761238,Mycobacterium sp. DWMJ-1770B2,Mycobacterium sp. DWMJ-1770B2
1761239,Mycobacterium sp. DWMJ-1770B3,Mycobacterium sp. DWMJ-1770B3
1761240,Mycobacterium sp. DWMJ-1770B4,Mycobacterium sp. DWMJ-1770B4
1761241,Mycobacterium sp. DWMJ-1770B5,Mycobacterium sp. DWMJ-1770B5
1761242,Mycobacterium sp. DWMJ-1783A4,Mycobacterium sp. DWMJ-1783A4
1761243,Mycobacterium sp. DWMJ-1794A1,Mycobacterium sp. DWMJ-1794A1
1761244,Mycobacterium sp. DWMJ-1798A2,Mycobacterium sp. DWMJ-1798A2
1761245,Mycobacterium sp. DWMJ-1798A3,Mycobacterium sp. DWMJ-1798A3
1761246,Mycobacterium sp. DWMJ-1798A5,Mycobacterium sp. DWMJ-1798A5
1761247,Mycobacterium sp. DWMJ-1798A6,Mycobacterium sp. DWMJ-1798A6
1761248,Mycobacterium sp. DWMJ-1811B2,Mycobacterium sp. DWMJ-1811B2
1761249,Mycobacterium sp. DWMJ-1812A1,Mycobacterium sp. DWMJ-1812A1
1761250,Mycobacterium sp. DWMJ-1812A2,Mycobacterium sp. DWMJ-1812A2
1761251,Mycobacterium sp. DWMJ-1812A3,Mycobacterium sp. DWMJ-1812A3
1761252,Mycobacterium sp. DWMJ-1812A4,Mycobacterium sp. DWMJ-1812A4
1761253,Mycobacterium sp. DWMJ-1819A5,Mycobacterium sp. DWMJ-1819A5
1761254,Mycobacterium sp. DWMJ-1839A1,Mycobacterium sp. DWMJ-1839A1
1761255,Mycobacterium sp. DWMJ-1840B1,Mycobacterium sp. DWMJ-1840B1
1761256,Mycobacterium sp. DWMJ-1859B1,Mycobacterium sp. DWMJ-1859B1
1761257,Mycobacterium sp. DWMJ-1859B5,Mycobacterium sp. DWMJ-1859B5
1761258,Mycobacterium sp. DWMJ-1860B1,Mycobacterium sp. DWMJ-1860B1
1761259,Mycobacterium sp. DWMJ-1860B2,Mycobacterium sp. DWMJ-1860B2
1761260,Mycobacterium sp. DWMJ-1889A1,Mycobacterium sp. DWMJ-1889A1
1761261,Mycobacterium sp. DWMJ-1921A1,Mycobacterium sp. DWMJ-1921A1
1761262,Mycobacterium sp. DWMJ-1921A2,Mycobacterium sp. DWMJ-1921A2
1761263,Mycobacterium sp. DWMJ-1921B1,Mycobacterium sp. DWMJ-1921B1
1761264,Mycobacterium sp. DWMJ-1921B3,Mycobacterium sp. DWMJ-1921B3
1761265,Mycobacterium sp. DWMJ-1921B4,Mycobacterium sp. DWMJ-1921B4
1761266,Mycobacterium sp. DWMJ-1948A1,Mycobacterium sp. DWMJ-1948A1
1761267,Mycobacterium sp. DWMJ-1948A2,Mycobacterium sp. DWMJ-1948A2
1761268,Mycobacterium sp. DWMJ-1948A3,Mycobacterium sp. DWMJ-1948A3
1761269,Mycobacterium sp. DWMJ-1948B1,Mycobacterium sp. DWMJ-1948B1
1761270,Mycobacterium sp. DWMJ-1948B2,Mycobacterium sp. DWMJ-1948B2
1761271,Mycobacterium sp. DWMJ-1948B3,Mycobacterium sp. DWMJ-1948B3
1761272,Mycobacterium sp. DWMJ-1948B4,Mycobacterium sp. DWMJ-1948B4
1761273,Mycobacterium sp. DWMJ-1948B5,Mycobacterium sp. DWMJ-1948B5
1761274,Mycobacterium sp. DWMJ-1949A3,Mycobacterium sp. DWMJ-1949A3
1761275,Mycobacterium sp. DWMJ-1949A5,Mycobacterium sp. DWMJ-1949A5
1761276,Mycobacterium sp. DWMJ-1955A2,Mycobacterium sp. DWMJ-1955A2
1761277,Mycobacterium sp. DWMJ-1955A4,Mycobacterium sp. DWMJ-1955A4
1761278,Mycobacterium sp. DWMJ-1955A5,Mycobacterium sp. DWMJ-1955A5
1761279,Mycobacterium sp. DWMJ-2018B1,Mycobacterium sp. DWMJ-2018B1
1761280,Mycobacterium sp. DWMJ-2018B2,Mycobacterium sp. DWMJ-2018B2
1761281,Mycobacterium sp. DWMJ-2018B3,Mycobacterium sp. DWMJ-2018B3
1761282,Mycobacterium sp. DWMJ-2018B4,Mycobacterium sp. DWMJ-2018B4
1761283,Mycobacterium sp. DWMJ-2018B5,Mycobacterium sp. DWMJ-2018B5
1761284,Mycobacterium sp. DWMJ-2019B2,Mycobacterium sp. DWMJ-2019B2
1761285,Mycobacterium sp. DWMJ-2019B3,Mycobacterium sp. DWMJ-2019B3
1761286,Mycobacterium sp. DWMJ-2039A1,Mycobacterium sp. DWMJ-2039A1
1761287,Mycobacterium sp. DWMJ-2039A2,Mycobacterium sp. DWMJ-2039A2
1761288,Mycobacterium sp. DWMJ-2047A1,Mycobacterium sp. DWMJ-2047A1
1761289,Mycobacterium sp. DWMJ-2047A2,Mycobacterium sp. DWMJ-2047A2
1761290,Mycobacterium sp. DWMJ-2047A3,Mycobacterium sp. DWMJ-2047A3
1761291,Mycobacterium sp. DWMJ-2047A4,Mycobacterium sp. DWMJ-2047A4
1761292,Mycobacterium sp. DWMJ-2047A5,Mycobacterium sp. DWMJ-2047A5
1761293,Mycobacterium sp. DWMJ-2047B1,Mycobacterium sp. DWMJ-2047B1
1761294,Mycobacterium sp. DWMJ-2047B2,Mycobacterium sp. DWMJ-2047B2
1761295,Mycobacterium sp. DWMJ-2047B5,Mycobacterium sp. DWMJ-2047B5
1761296,Mycobacterium sp. DWMJ-2053A1,Mycobacterium sp. DWMJ-2053A1
1761297,Mycobacterium sp. DWMJ-2053A2,Mycobacterium sp. DWMJ-2053A2
1761298,Mycobacterium sp. DWMJ-2053A5,Mycobacterium sp. DWMJ-2053A5
1761299,Mycobacterium sp. DWMJ-2054A1,Mycobacterium sp. DWMJ-2054A1
1761300,Mycobacterium sp. DWMJ-2131A1,Mycobacterium sp. DWMJ-2131A1
1761301,Mycobacterium sp. DWMJ-2131B1,Mycobacterium sp. DWMJ-2131B1
1761302,Mycobacterium sp. DWMJ-2131B2,Mycobacterium sp. DWMJ-2131B2
1761303,Mycobacterium sp. DWMJ-2131B3,Mycobacterium sp. DWMJ-2131B3
1761304,Mycobacterium sp. DWMJ-2131B4,Mycobacterium sp. DWMJ-2131B4
1761305,Mycobacterium sp. DWMJ-2171A2,Mycobacterium sp. DWMJ-2171A2
1761306,Mycobacterium sp. DWMJ-2212B1,Mycobacterium sp. DWMJ-2212B1
1761307,Mycobacterium sp. DWMJ-2236A1,Mycobacterium sp. DWMJ-2236A1
1761308,Mycobacterium sp. DWMJ-2256A1,Mycobacterium sp. DWMJ-2256A1
1761309,Mycobacterium sp. DWMJ-2256A2,Mycobacterium sp. DWMJ-2256A2
1761310,Mycobacterium sp. DWMJ-2256A4,Mycobacterium sp. DWMJ-2256A4
1761311,Mycobacterium sp. DWMJ-2256A5,Mycobacterium sp. DWMJ-2256A5
1761312,Mycobacterium sp. DWMJ-2263A1,Mycobacterium sp. DWMJ-2263A1
1761313,Mycobacterium sp. DWMJ-2263A2,Mycobacterium sp. DWMJ-2263A2
1761314,Mycobacterium sp. DWMJ-2263A3,Mycobacterium sp. DWMJ-2263A3
1761315,Mycobacterium sp. DWMJ-2263A5,Mycobacterium sp. DWMJ-2263A5
1761316,Mycobacterium sp. DWMJ-2277B1,Mycobacterium sp. DWMJ-2277B1
1761317,Mycobacterium sp. DWMJ-2277B2,Mycobacterium sp. DWMJ-2277B2
1761318,Mycobacterium sp. DWMJ-2277B3,Mycobacterium sp. DWMJ-2277B3
1761319,Mycobacterium sp. DWMJ-2277B4,Mycobacterium sp. DWMJ-2277B4
1761320,Mycobacterium sp. DWMJ-2277B6,Mycobacterium sp. DWMJ-2277B6
1761321,Mycobacterium sp. DWMJ-2278A1,Mycobacterium sp. DWMJ-2278A1
1761322,Mycobacterium sp. DWMJ-2278A2,Mycobacterium sp. DWMJ-2278A2
1761323,Mycobacterium sp. DWMJ-2278A4,Mycobacterium sp. DWMJ-2278A4
1761324,Mycobacterium sp. DWMJ-2278A5,Mycobacterium sp. DWMJ-2278A5
1761325,Mycobacterium sp. DWMJ-251A,Mycobacterium sp. DWMJ-251A
1761326,Mycobacterium sp. DWMJ-251B,Mycobacterium sp. DWMJ-251B
1761327,Mycobacterium sp. DWMJ-252A1,Mycobacterium sp. DWMJ-252A1
1761328,Mycobacterium sp. DWMJ-275A1,Mycobacterium sp. DWMJ-275A1
1761329,Mycobacterium sp. DWMJ-275A2,Mycobacterium sp. DWMJ-275A2
1761330,Mycobacterium sp. DWMJ-286A1,Mycobacterium sp. DWMJ-286A1
1761331,Mycobacterium sp. DWMJ-286B1,Mycobacterium sp. DWMJ-286B1
1761332,Mycobacterium sp. DWMJ-287A1,Mycobacterium sp. DWMJ-287A1
1761333,Mycobacterium sp. DWMJ-292A1,Mycobacterium sp. DWMJ-292A1
1761334,Mycobacterium sp. DWMJ-293B1,Mycobacterium sp. DWMJ-293B1
1761335,Mycobacterium sp. DWMJ-299A1,Mycobacterium sp. DWMJ-299A1
1761336,Mycobacterium sp. DWMJ-299A2,Mycobacterium sp. DWMJ-299A2
1761337,Mycobacterium sp. DWMJ-299A3,Mycobacterium sp. DWMJ-299A3
1761338,Mycobacterium sp. DWMJ-299B1,Mycobacterium sp. DWMJ-299B1
1761339,Mycobacterium sp. DWMJ-299B2,Mycobacterium sp. DWMJ-299B2
1761340,Mycobacterium sp. DWMJ-3000A1,Mycobacterium sp. DWMJ-3000A1
1761341,Mycobacterium sp. DWMJ-3008B1,Mycobacterium sp. DWMJ-3008B1
1761342,Mycobacterium sp. DWMJ-322B1,Mycobacterium sp. DWMJ-322B1
1761343,Mycobacterium sp. DWMJ-323A1,Mycobacterium sp. DWMJ-323A1
1761344,Mycobacterium sp. DWMJ-323A2,Mycobacterium sp. DWMJ-323A2
1761345,Mycobacterium sp. DWMJ-323A3,Mycobacterium sp. DWMJ-323A3
1761346,Mycobacterium sp. DWMJ-340A1,Mycobacterium sp. DWMJ-340A1
1761347,Mycobacterium sp. DWMJ-341A1,Mycobacterium sp. DWMJ-341A1
1761348,Mycobacterium sp. DWMJ-352A1,Mycobacterium sp. DWMJ-352A1
1761349,Mycobacterium sp. DWMJ-352A2,Mycobacterium sp. DWMJ-352A2
1761350,Mycobacterium sp. DWMJ-352B1,Mycobacterium sp. DWMJ-352B1
1761351,Mycobacterium sp. DWMJ-353A1,Mycobacterium sp. DWMJ-353A1
1761352,Mycobacterium sp. DWMJ-358A1,Mycobacterium sp. DWMJ-358A1
1761353,Mycobacterium sp. DWMJ-365A1,Mycobacterium sp. DWMJ-365A1
1761354,Mycobacterium sp. DWMJ-370A1,Mycobacterium sp. DWMJ-370A1
1761355,Mycobacterium sp. DWMJ-371B1,Mycobacterium sp. DWMJ-371B1
1761356,Mycobacterium sp. DWMJ-371B2,Mycobacterium sp. DWMJ-371B2
1761357,Mycobacterium sp. DWMJ-371B3,Mycobacterium sp. DWMJ-371B3
1761358,Mycobacterium sp. DWMJ-376B1,Mycobacterium sp. DWMJ-376B1
1761359,Mycobacterium sp. DWMJ-377B1,Mycobacterium sp. DWMJ-377B1
1761360,Mycobacterium sp. DWMJ-377B6,Mycobacterium sp. DWMJ-377B6
1761361,Mycobacterium sp. DWMJ-382A1,Mycobacterium sp. DWMJ-382A1
1761362,Mycobacterium sp. DWMJ-382B1,Mycobacterium sp. DWMJ-382B1
1761363,Mycobacterium sp. DWMJ-382B2,Mycobacterium sp. DWMJ-382B2
1761364,Mycobacterium sp. DWMJ-383A1,Mycobacterium sp. DWMJ-383A1
1761365,Mycobacterium sp. DWMJ-383A2,Mycobacterium sp. DWMJ-383A2
1761366,Mycobacterium sp. DWMJ-383B1,Mycobacterium sp. DWMJ-383B1
1761367,Mycobacterium sp. DWMJ-400A1,Mycobacterium sp. DWMJ-400A1
1761368,Mycobacterium sp. DWMJ-400A2,Mycobacterium sp. DWMJ-400A2
1761369,Mycobacterium sp. DWMJ-400B1,Mycobacterium sp. DWMJ-400B1
1761370,Mycobacterium sp. DWMJ-400B2,Mycobacterium sp. DWMJ-400B2
1761371,Mycobacterium sp. DWMJ-401A1,Mycobacterium sp. DWMJ-401A1
1761372,Mycobacterium sp. DWMJ-401A2,Mycobacterium sp. DWMJ-401A2
1761373,Mycobacterium sp. DWMJ-401B1,Mycobacterium sp. DWMJ-401B1
1761374,Mycobacterium sp. DWMJ-418A1,Mycobacterium sp. DWMJ-418A1
1761375,Mycobacterium sp. DWMJ-425A1,Mycobacterium sp. DWMJ-425A1
1761376,Mycobacterium sp. DWMJ-431A1,Mycobacterium sp. DWMJ-431A1
1761377,Mycobacterium sp. DWMJ-432B1,Mycobacterium sp. DWMJ-432B1
1761378,Mycobacterium sp. DWMJ-432B2,Mycobacterium sp. DWMJ-432B2
1761379,Mycobacterium sp. DWMJ-435A1,Mycobacterium sp. DWMJ-435A1
1761380,Mycobacterium sp. DWMJ-443B1,Mycobacterium sp. DWMJ-443B1
1761381,Mycobacterium sp. DWMJ-454A1,Mycobacterium sp. DWMJ-454A1
1761382,Mycobacterium sp. DWMJ-454B1,Mycobacterium sp. DWMJ-454B1
1761383,Mycobacterium sp. DWMJ-478A1,Mycobacterium sp. DWMJ-478A1
